Record,Democrats,Female,HomeOwners,White,Age,Commute,Education,EmployeeWage,HouseholdSize,Income,County,LogPrice,LogProfit,Month,BestBuy,Employees,Krogers,Population,Rainfall,UnemploymentRate,Year
41,0.525342120607,0.425875591376,0.348192264259,0.82633351351,69.0,40.0,8.0,4.64226407004,1.0,95.7578046731,1.0,7.20744636112,5.23096486742,11.0,4.0,12.0,2.0,247.464993745,4.24141338693,0.0417732811679,2015.0
761,0.639881749938,0.45081504672,0.380366747265,0.623101758266,26.0,26.0,11.0,19.6450909001,6.0,61.3930888072,16.0,5.55846763395,7.64113087955,11.0,0.0,4.0,0.0,28.9466177411,6.69177190405,0.0422180402104,2015.0
28,0.162018863095,0.479615636174,0.315870233199,0.1620435993,51.0,54.0,10.0,121.195486042,3.0,119.307464814,1.0,10.3867981708,-6.55411370754,7.0,3.0,8.0,7.0,182.729803754,4.33563412132,0.0185949983965,2018.0
831,0.160597414914,0.485289310238,0.348040912313,0.570698395843,60.0,38.0,9.0,130.106183866,3.0,122.658387824,18.0,10.9752071828,-14.1248835712,4.0,4.0,7.0,2.0,207.984279743,3.64733131635,0.0540666462014,2017.0
975,0.328144362123,0.490575778164,0.412855854751,0.0759367765594,69.0,52.0,15.0,11.3998203564,4.0,58.3816395474,21.0,4.7246795079,16.9462441288,4.0,2.0,14.0,8.0,292.533582416,5.38476704839,0.024851558232,2017.0
555,0.724121442186,0.483207920579,0.355443150112,0.0030305622827,53.0,64.0,21.0,67.5400347066,5.0,135.009344839,12.0,10.5538183215,-4.55429152882,7.0,1.0,6.0,4.0,164.968826517,9.30406945289,0.148944808189,2017.0
1134,0.0845251110169,0.435532284719,0.389192634536,0.584870711646,21.0,15.0,7.0,20.6740625305,2.0,104.475777075,24.0,8.52979930826,2.54714627321,8.0,3.0,10.0,5.0,199.951949702,3.05464944565,0.070821813882,2016.0
809,0.167458681714,0.538435319634,0.259855700995,0.122382442833,59.0,38.0,10.0,135.662463476,6.0,75.9725866199,17.0,6.2246384877,5.29704501169,11.0,3.0,6.0,6.0,165.555365536,7.20664907289,0.0838631086193,2015.0
633,0.401927001732,0.532845887929,0.679354039528,0.0186148828978,63.0,66.0,19.0,114.952183335,1.0,75.1143671036,14.0,5.68794652682,10.4590696538,3.0,1.0,5.0,3.0,119.237465481,8.88599247577,0.160586888309,2015.0
610,0.663122187748,0.499217749014,0.337600023802,0.745189732246,36.0,5.0,15.0,46.0601113851,6.0,96.6074575756,13.0,8.12272162068,0.487570280344,9.0,1.0,6.0,3.0,105.730095619,6.64693336134,0.0801846454986,2016.0
46,0.115834379639,0.442767529616,0.438761088967,0.321548059165,51.0,35.0,14.0,53.261649274,5.0,67.9954692833,1.0,6.2677770537,5.81477552904,12.0,1.0,5.0,2.0,137.440721003,3.72901098528,0.194764275042,2016.0
805,0.163001748962,0.522476035051,0.215762197269,0.240391642736,38.0,34.0,15.0,154.790944493,7.0,93.3797341739,17.0,8.39550123711,-3.45718035964,10.0,3.0,11.0,3.0,196.088641479,8.98402373528,0.034126072579,2015.0
69,0.824794582338,0.557812545026,0.410499178058,0.473476466941,66.0,41.0,6.0,0.767411675292,1.0,84.7379305931,2.0,7.15731746229,7.50371983546,6.0,4.0,10.0,7.0,242.56531855,7.23685442853,0.163394467549,2015.0
257,0.16631688699,0.423701449725,0.395864818326,0.0600151780061,35.0,25.0,21.0,84.9919432412,8.0,68.0805269203,6.0,6.6693158963,10.8185513763,5.0,5.0,15.0,11.0,278.535624466,3.5315880895,0.137806950781,2015.0
900,0.0879084484434,0.461466269404,0.635181941796,0.111688503079,28.0,38.0,7.0,137.297784065,3.0,135.761296837,19.0,11.4041404835,-11.6212697347,9.0,0.0,2.0,2.0,99.7609391043,3.30503682982,0.169779568344,2018.0
195,0.57308124393,0.512563711381,0.421901653153,0.325984156693,24.0,24.0,8.0,159.200547793,2.0,80.282709737,5.0,7.30945591293,-3.22494484748,1.0,0.0,1.0,1.0,27.1099935943,9.24335122238,0.0298496841591,2017.0
398,0.359202470718,0.527290105519,0.479419945937,0.170869843873,27.0,41.0,8.0,162.314703545,8.0,92.7248158789,9.0,7.96206620609,0.635776753112,4.0,2.0,10.0,10.0,251.447538325,6.66260838928,0.0762709692524,2016.0
43,0.653525127535,0.46048773076,0.547908354912,0.570788667286,56.0,6.0,9.0,117.827764132,2.0,97.0117145295,1.0,8.11115429337,-5.73192006478,11.0,0.0,1.0,0.0,6.05827043008,6.97926740909,0.0508379108582,2017.0
515,0.724804270787,0.566619964517,0.598282786463,0.689366116301,24.0,22.0,16.0,89.812529793,2.0,92.655055868,11.0,8.32865316325,1.99878523717,9.0,2.0,10.0,2.0,216.318921798,2.1443769395,0.156988717467,2017.0
727,0.636320499207,0.42348032599,0.471186799451,0.596409005043,72.0,29.0,9.0,115.752831245,4.0,70.1679617396,16.0,5.02333882321,16.5820043539,2.0,3.0,10.0,5.0,184.817474868,2.85338940385,0.184300230455,2017.0
129,0.257684172198,0.570176066866,0.434865932187,0.684467646179,58.0,29.0,14.0,24.8469433233,5.0,95.9249339076,3.0,7.24204734412,9.89619197676,9.0,1.0,5.0,5.0,130.345734187,2.37298282179,0.00879624889812,2015.0
1150,0.536227063163,0.426417901934,0.322653455547,0.485644179132,46.0,24.0,18.0,108.55252715,4.0,93.0868676021,24.0,7.10353982342,1.80039773863,12.0,0.0,1.0,0.0,48.8290064062,2.09070448058,0.159456175077,2016.0
657,0.541466764646,0.470131151652,0.658596664559,0.168221185517,49.0,21.0,8.0,46.7861540996,2.0,101.10299134,14.0,7.54862896208,8.69734165229,9.0,2.0,11.0,4.0,230.503253939,6.23854583317,0.0805088046629,2015.0
581,0.583256297364,0.431258856686,0.305114889705,0.00494218153781,42.0,56.0,9.0,77.4604859055,5.0,75.829766413,13.0,6.15899091746,8.93037813664,2.0,2.0,11.0,2.0,208.571673458,9.69414254461,0.0938819959323,2015.0
191,0.455080014173,0.434766147641,0.413260764452,0.0312829351124,72.0,69.0,10.0,169.682972667,1.0,66.1409586877,4.0,5.71495020843,7.54032726073,12.0,0.0,1.0,0.0,69.5739239071,2.43444231503,0.0262775433734,2017.0
358,0.58526295831,0.479904451896,0.20370867446,0.0520882765747,55.0,35.0,18.0,24.9994681582,2.0,72.5397012582,8.0,6.88500559966,6.50584856762,6.0,1.0,4.0,1.0,120.176071775,3.53528869579,0.0950271415254,2016.0
1135,0.887719901148,0.517830979156,0.514190370166,0.722667806607,59.0,20.0,20.0,153.1910025,6.0,96.0974464987,24.0,8.68238454111,-2.30027606626,8.0,0.0,1.0,0.0,15.3037720271,8.06782658626,0.192337357112,2017.0
545,0.630524986163,0.461643918467,0.485642435577,0.0864089509555,62.0,66.0,7.0,145.108793568,4.0,85.3941487615,12.0,7.92715533903,2.23646412727,5.0,1.0,5.0,4.0,122.115016247,9.44794137332,0.0205994783611,2015.0
835,0.57328929713,0.508634992406,0.533698870106,0.459774294535,62.0,66.0,9.0,161.636095514,4.0,116.568983618,18.0,9.49228194948,-4.31873559681,5.0,2.0,6.0,1.0,108.181010106,7.69539074674,0.133397918638,2017.0
178,0.823942789331,0.433155085611,0.298484534161,0.0223322556407,21.0,57.0,14.0,59.2043181262,1.0,83.1446913471,4.0,5.92435784311,17.556240491,9.0,2.0,13.0,2.0,222.063462865,7.96149719176,0.0569675564757,2016.0
211,0.391497522292,0.514301222911,0.55381979002,0.00741568927815,45.0,22.0,10.0,105.808196802,3.0,126.217155043,5.0,11.1495705144,-13.618910689,5.0,1.0,3.0,0.0,79.9855252019,5.60071935848,0.100064189006,2017.0
10,0.0840420518168,0.458566372049,0.36337935939,0.278497100023,25.0,63.0,12.0,69.2188441404,5.0,118.665590948,1.0,9.06292757092,-2.63580915711,3.0,3.0,10.0,3.0,187.603861108,6.5523186019,0.113054683704,2016.0
935,0.0103229561382,0.445792612896,0.629970346848,0.183469680206,64.0,20.0,21.0,23.9175536703,3.0,108.00473603,20.0,8.03346215261,2.94868320806,6.0,0.0,2.0,1.0,88.2313237254,2.87402159488,0.151950420888,2017.0
967,0.719320986805,0.458388270836,0.25940310141,0.274048410536,57.0,65.0,10.0,8.69549619049,7.0,46.6832643612,21.0,4.16542387261,16.2182755003,2.0,3.0,8.0,3.0,170.488708497,3.67840363176,0.0495982846248,2017.0
362,0.528832703274,0.467622785123,0.436342129089,0.153978046565,61.0,43.0,18.0,48.0080779834,4.0,80.9043334342,8.0,5.91471988221,19.6449765553,7.0,5.0,11.0,5.0,271.223935266,8.25720927718,0.161615710888,2016.0
208,0.0916814087726,0.431472410489,0.314878831775,0.329564541658,30.0,25.0,17.0,26.9270139532,6.0,119.849754918,5.0,9.00206628672,1.41833244513,4.0,4.0,13.0,2.0,247.463725909,9.73807650259,0.185047069838,2018.0
300,0.528688537563,0.561947453408,0.215445477393,0.634883273184,43.0,47.0,6.0,119.090985774,8.0,107.019478727,7.0,7.84001318315,1.46564221525,3.0,1.0,6.0,2.0,139.914449983,2.93495332793,0.109074599975,2018.0
820,0.354119700622,0.444119068866,0.548790632179,0.434770969384,48.0,23.0,14.0,96.9054301359,3.0,132.197594569,18.0,12.149524131,-23.1456664278,1.0,1.0,8.0,6.0,160.296203219,3.49891521491,0.0622493001753,2018.0
853,0.00165196728561,0.437147404169,0.370588654182,0.0727453844991,58.0,56.0,6.0,4.57530953259,6.0,108.370093147,18.0,10.0992858998,-12.9840367374,10.0,1.0,7.0,5.0,135.040133853,9.42945267625,0.022268118931,2015.0
674,0.0405122692331,0.513812748108,0.319159347646,0.374489751188,68.0,70.0,10.0,96.8936414834,1.0,87.8062620999,15.0,8.50238030197,-6.62651195676,1.0,1.0,6.0,0.0,97.8913459377,6.55325627672,0.0421369852734,2016.0
309,0.154934399347,0.446729314508,0.649216023757,0.469333672382,39.0,18.0,8.0,140.07698098,4.0,115.654270824,7.0,10.1293069473,-4.11832561944,6.0,2.0,14.0,2.0,294.953036856,6.35984520497,0.0549457492922,2015.0
124,0.0998746484495,0.484855043482,0.50826389699,0.238249811283,52.0,33.0,12.0,64.6666498623,1.0,80.7827269021,3.0,6.76905573224,11.6701339772,7.0,4.0,11.0,2.0,230.414812642,3.61869957361,0.0272440110846,2018.0
922,0.406367192413,0.475132216042,0.499419204544,0.513788991372,29.0,70.0,20.0,152.875191816,5.0,89.7736006459,20.0,7.89712027388,4.66059866836,3.0,5.0,12.0,11.0,277.586132966,2.40774269397,0.0290985867243,2016.0
98,0.369162352828,0.528675483096,0.517924170611,5.60780779828e-05,27.0,13.0,15.0,6.53822591081,6.0,79.0377755697,3.0,5.76589624275,11.8286202195,1.0,4.0,12.0,4.0,221.126905944,3.45481837342,0.0786470047766,2016.0
31,0.546993286007,0.479871889356,0.531097900792,0.0561452206274,71.0,52.0,21.0,60.2838855756,6.0,76.605076665,1.0,7.50880718478,1.61388073262,8.0,0.0,2.0,1.0,36.7176179076,9.42398525847,0.0354361238284,2017.0
1064,0.676218268583,0.525579428899,0.480028303383,0.000466921222414,21.0,35.0,18.0,16.7887281948,4.0,60.182485123,23.0,4.38473921688,12.2448010366,2.0,0.0,1.0,0.0,15.245536967,4.87192019673,0.0752574519966,2018.0
911,0.681362985131,0.459458614553,0.435546391259,0.592902955175,51.0,52.0,10.0,118.828838737,6.0,127.505534325,19.0,10.2139334481,-10.5647090115,12.0,1.0,1.0,3.0,97.1839138878,5.2270185928,0.160073927437,2017.0
658,0.26238166651,0.509663537735,0.652418133622,0.0764810679361,56.0,55.0,16.0,74.6951334922,6.0,92.8878740398,14.0,7.33437279937,8.32058375201,9.0,0.0,3.0,2.0,84.4003934462,4.23324046234,0.0187455552007,2016.0
716,0.454983420409,0.541345461904,0.416700770798,0.763803510629,62.0,46.0,7.0,13.7661512308,4.0,134.00773318,15.0,10.8755006243,-16.1188206451,11.0,0.0,1.0,0.0,3.96875444005,7.92672631109,0.060703105724,2018.0
759,0.838010197119,0.488945696239,0.221627077397,0.834255572611,43.0,57.0,14.0,15.4666837655,2.0,63.6971632895,16.0,6.04496032385,3.64492850453,10.0,0.0,1.0,0.0,10.4781632493,4.30185340288,0.0193405714681,2017.0
748,0.345435512636,0.446139489147,0.482388744023,0.936606121661,45.0,8.0,15.0,6.45448083411,3.0,80.3884872071,16.0,6.78573736609,8.84224073163,7.0,2.0,5.0,1.0,111.303817486,7.38433066386,0.116531450828,2018.0
937,0.448886976447,0.518680345572,0.533599072418,0.350594212819,51.0,48.0,11.0,139.848993156,7.0,109.504838659,20.0,8.7768431909,2.06934972675,7.0,3.0,7.0,3.0,194.916652767,6.26061555412,0.15681998926,2015.0
770,0.0166103372972,0.579453146003,0.42252487667,0.363342660197,21.0,61.0,17.0,116.765092306,5.0,62.1116910716,17.0,5.01532976454,14.1993418448,1.0,1.0,9.0,3.0,199.147901581,5.49856580397,0.0177913552981,2016.0
804,0.870173198517,0.438522269298,0.631498909449,0.996207494202,49.0,26.0,9.0,34.5069597553,4.0,80.1344859551,17.0,7.55991913118,-0.0729529767857,9.0,0.0,1.0,0.0,26.5028818756,4.59387497093,0.130332646713,2018.0
645,0.0990751136382,0.498949712353,0.626362059988,0.496676159049,62.0,11.0,7.0,151.597323305,7.0,96.016386879,14.0,7.12054913269,8.98472035583,6.0,3.0,8.0,1.0,197.686398055,4.65830653212,0.0668739555234,2015.0
714,0.501189142059,0.53363856657,0.484462031761,0.141441934696,69.0,31.0,7.0,100.172608619,2.0,95.7099540688,15.0,9.45790847388,-8.32459117196,11.0,5.0,11.0,5.0,269.950679796,5.34342295517,0.0773877687703,2016.0
632,0.00463705581114,0.433892716658,0.660470426629,0.0498320052446,70.0,42.0,21.0,158.599038519,1.0,73.7928097923,14.0,5.25653397109,13.0578401482,2.0,1.0,8.0,6.0,150.265324822,6.43738435532,0.136424116109,2018.0
140,0.357466724987,0.500322619204,0.484693116153,0.0114261095281,36.0,9.0,7.0,45.4524938229,4.0,72.9661363668,3.0,6.77040646449,0.459618794894,11.0,3.0,6.0,6.0,156.98620087,8.21425322792,0.192665931204,2018.0
95,0.713282072638,0.436547024746,0.678874753173,0.150894621456,28.0,69.0,17.0,6.24902166766,5.0,56.9727827973,2.0,5.48997510419,9.60640933576,12.0,2.0,4.0,4.0,101.580120958,8.50621085204,0.0454061377646,2017.0
732,0.307940956484,0.421341430441,0.362857985506,0.285549169888,34.0,16.0,20.0,13.8273572051,6.0,73.1413384477,16.0,6.2200633369,8.57060620006,3.0,2.0,15.0,6.0,216.514956613,6.89214973347,0.14925346585,2018.0
89,0.072325384869,0.498161587491,0.603181262436,0.849877576255,53.0,14.0,9.0,46.9678567567,2.0,67.9199052963,2.0,6.4980067656,4.02763361289,11.0,1.0,9.0,5.0,199.201139928,4.11364573162,0.15495823226,2015.0
982,0.621784938281,0.525398830319,0.578952310047,0.0335183539109,32.0,68.0,13.0,39.4294230247,4.0,102.712947464,21.0,7.53454389672,6.48133433043,6.0,2.0,4.0,2.0,108.644164711,5.21382784248,0.0657071641076,2016.0
1007,0.691375195102,0.4648498016,0.474026829084,0.205587539342,63.0,27.0,7.0,175.325588652,3.0,93.6086803524,21.0,7.75024761597,0.742555478737,12.0,3.0,9.0,7.0,195.178136872,9.74280199043,0.0735828783236,2017.0
451,0.72413011519,0.555590329311,0.211493677963,0.0194393931974,57.0,22.0,17.0,101.643539422,8.0,93.3324413021,10.0,7.56688910952,7.56109221129,5.0,2.0,11.0,4.0,220.256100158,4.68017974183,0.0632971237981,2017.0
511,0.786298364831,0.569564562567,0.260288883996,0.394987825213,24.0,5.0,15.0,132.21749185,8.0,87.3060854512,11.0,8.25244763161,2.54451004344,8.0,2.0,12.0,8.0,203.327008892,3.65165258075,0.0406421377299,2017.0
606,0.892507717727,0.448106017738,0.453464072145,0.362974895848,22.0,44.0,18.0,70.8467188213,4.0,111.986684058,13.0,10.2051615759,-5.77579779985,8.0,1.0,7.0,4.0,164.353305949,9.90344261349,0.116128450677,2016.0
269,0.1323236933,0.490254597351,0.343877120068,0.422464480454,29.0,37.0,21.0,102.843036655,5.0,77.7474475007,6.0,6.59473049519,10.1074652053,8.0,1.0,5.0,2.0,67.2454573906,7.58295814724,0.173763439497,2015.0
796,0.89074921715,0.440445169126,0.574535910417,0.0273780347318,35.0,15.0,13.0,106.585697239,3.0,88.32022749,17.0,8.57354842439,-1.82623346852,7.0,1.0,1.0,1.0,76.7458345453,8.51272211289,0.0984255928597,2018.0
965,0.52742060632,0.517208213091,0.302168600503,0.153785635223,45.0,25.0,12.0,44.10450017,8.0,64.2866093685,21.0,5.08367713602,12.9539231606,2.0,4.0,13.0,2.0,225.038557826,6.09871605119,0.180032456713,2015.0
340,0.0658300078576,0.431717470368,0.42624563956,0.1499474301,54.0,26.0,8.0,98.6327534517,3.0,67.9898482588,8.0,4.50214748138,18.8256056299,1.0,5.0,12.0,5.0,281.744120794,7.43278194128,0.132721865929,2018.0
510,0.321967019099,0.493848324315,0.360394066484,0.663520336029,45.0,11.0,9.0,111.941276969,2.0,103.946701525,11.0,8.90346732316,2.40057746818,8.0,2.0,13.0,10.0,264.296528473,9.11891693199,0.0919724505032,2016.0
70,0.883829322281,0.501903869391,0.2543903872,0.414720793037,36.0,44.0,8.0,75.0707443393,7.0,99.5165984115,2.0,7.9217303599,6.44160861321,6.0,3.0,10.0,6.0,173.067657883,3.47393363509,0.0345866832099,2016.0
388,0.248637999647,0.506021403395,0.250515366802,0.70572023371,57.0,65.0,9.0,142.868881138,1.0,63.3927396225,9.0,4.26856123694,15.4730284555,1.0,3.0,8.0,3.0,169.350250536,2.00254849256,0.161152071714,2018.0
609,0.465806834482,0.467129073368,0.582225816229,0.0609365993198,39.0,49.0,20.0,15.922351875,2.0,96.4800220364,13.0,8.90516353014,-0.1822810385,9.0,3.0,5.0,3.0,171.578905836,3.64690436354,0.0233835854527,2015.0
904,0.129598196123,0.546906475172,0.664240045734,0.416150397411,63.0,37.0,15.0,97.9131540285,5.0,108.077372037,19.0,8.72015261753,-6.04049532093,10.0,2.0,4.0,2.0,114.946300686,5.39394769165,0.142938635986,2018.0
959,0.870441404332,0.553958672834,0.38697659055,0.16389378842,23.0,18.0,6.0,143.457314583,6.0,99.3965285088,20.0,7.38798611891,5.77793316247,12.0,5.0,13.0,11.0,290.729125708,7.99025288415,0.0457992437018,2017.0
558,0.58698858254,0.502073416214,0.488204313711,0.129484965235,63.0,30.0,6.0,11.5939152746,7.0,66.672027372,12.0,6.4265456455,9.08539845904,8.0,1.0,9.0,1.0,173.681204097,6.08206375939,0.0549257959127,2016.0
709,0.837237546595,0.529455664014,0.64393435816,0.230777220455,27.0,17.0,8.0,150.129641488,6.0,131.050143702,15.0,10.3447068079,-11.2983649924,10.0,1.0,1.0,2.0,77.3283092517,7.04319806684,0.0114173396539,2015.0
1098,0.125759268673,0.504801639577,0.217645025487,0.983439077318,28.0,70.0,10.0,163.581513627,7.0,79.8391777635,23.0,5.67924159458,7.68516386831,11.0,0.0,2.0,1.0,34.017624013,5.07136170001,0.0387344868956,2016.0
327,0.0385095514882,0.490074600852,0.400667986278,0.02494919884,32.0,14.0,6.0,106.980388419,8.0,114.373329133,7.0,10.1581221737,-14.2739289762,10.0,1.0,3.0,0.0,75.2614383447,3.89231239646,0.101729193938,2017.0
308,0.0679555527466,0.442454701701,0.30204902381,0.600528216691,45.0,45.0,15.0,16.1354755507,7.0,91.3297020918,7.0,9.07950113036,-0.882853340058,5.0,5.0,15.0,2.0,269.287966163,5.13736574819,0.0435223113433,2018.0
217,0.230322684001,0.490598138743,0.568343630402,0.0927736644449,55.0,32.0,21.0,31.2729618781,2.0,114.05730737,5.0,9.85382468948,-3.89489098359,7.0,4.0,9.0,2.0,218.458999244,5.27189148393,0.149842866652,2015.0
1126,0.678486091582,0.496388741454,0.254853385168,0.418663931955,64.0,69.0,14.0,169.913228426,8.0,69.085253773,24.0,6.60640900559,9.65682872031,6.0,2.0,8.0,4.0,201.080002768,9.52092695341,0.0420115969934,2016.0
1139,0.0794148376722,0.450909863387,0.520405511115,0.503028197722,47.0,27.0,7.0,8.9154735749,4.0,114.22412938,24.0,9.36975660921,-4.41583180869,9.0,0.0,1.0,0.0,24.5251656838,4.91740506569,0.152759866109,2017.0
272,0.859813190172,0.55566016501,0.405795355072,0.417460871033,31.0,5.0,11.0,60.4240207474,2.0,72.2649285373,6.0,6.27206510168,9.16088663194,8.0,1.0,8.0,7.0,185.391166633,8.01707806878,0.0975064425136,2018.0
1022,0.216423797225,0.52377602585,0.500562246446,0.0552529964549,42.0,28.0,9.0,171.336952694,1.0,82.0582128109,22.0,6.48150301218,5.99651528729,4.0,3.0,9.0,6.0,150.882213834,9.62699576231,0.0450699260869,2016.0
492,0.384540075491,0.46651975287,0.477387853742,0.105704403089,61.0,24.0,12.0,22.4896578694,8.0,73.4575919795,11.0,6.44368043984,2.15840383907,3.0,0.0,4.0,1.0,90.6445323244,2.005022546,0.0932369717293,2018.0
321,0.221807804031,0.470475841054,0.542514833972,0.571528634063,26.0,57.0,20.0,8.6936791838,1.0,134.340974991,7.0,10.4973202909,-5.47082092242,9.0,0.0,1.0,2.0,71.386375913,5.54819143324,0.0725601774069,2015.0
768,0.537816106614,0.450494511017,0.409366521512,0.230290171313,33.0,23.0,13.0,61.2072677829,3.0,76.7519738094,16.0,6.11100250846,10.1567786298,12.0,2.0,9.0,2.0,216.498360797,2.63050048748,0.00765622906963,2018.0
832,0.33778765229,0.511207256043,0.52809431808,0.102619696262,50.0,30.0,14.0,37.1372592218,4.0,112.13255558,18.0,9.96630560533,-11.6493776157,4.0,2.0,8.0,1.0,119.782666928,9.96806731441,0.197129394053,2018.0
53,0.0673567423594,0.552603808519,0.594917985868,0.0744129264724,19.0,60.0,18.0,2.33561381406,7.0,84.0234101949,2.0,7.02550069414,3.11136173752,2.0,1.0,7.0,1.0,147.610755833,9.4523088221,0.133605329406,2015.0
182,0.683005274631,0.54832714537,0.588952481955,0.00673025045433,43.0,11.0,10.0,163.772444995,7.0,67.663217473,4.0,5.98032160087,7.69040021509,10.0,2.0,5.0,2.0,138.508678857,9.85187614854,0.047937445389,2016.0
914,0.275689988254,0.539234242762,0.576532183001,0.047016282403,72.0,10.0,17.0,156.495358793,6.0,115.555024987,20.0,8.86254144719,-5.5360917711,1.0,1.0,3.0,0.0,88.7812148279,8.89750634656,0.012861609712,2016.0
359,0.144726215004,0.512579159603,0.358833322404,0.0430008622034,46.0,18.0,20.0,72.5347110463,6.0,94.3850884988,8.0,6.70047193889,10.7087974753,6.0,0.0,2.0,1.0,30.3151524658,5.79026798711,0.0457283589075,2017.0
109,0.464411797525,0.552436980307,0.457949374922,0.236080432084,42.0,19.0,15.0,160.144435714,5.0,83.4002401684,3.0,7.23200836404,3.70089866428,4.0,2.0,9.0,4.0,220.35934938,3.67004833676,0.0195523220339,2015.0
795,0.626343901863,0.459951824173,0.349168991256,0.0489171536359,40.0,18.0,7.0,8.88706994112,6.0,92.7830478496,17.0,8.39703051281,3.51578346628,7.0,4.0,10.0,2.0,213.733779784,6.85238028961,0.01827216451,2017.0
255,0.246419077163,0.438713966678,0.393724810392,0.104676701798,22.0,71.0,10.0,81.5904793849,5.0,63.7490448509,6.0,5.89934013353,11.4881265626,4.0,5.0,14.0,5.0,287.888784993,4.40872946999,0.187173323559,2017.0
724,0.159276143828,0.578132632058,0.656880866021,0.927110909728,39.0,28.0,21.0,177.212645027,3.0,86.2382747709,16.0,5.94771230583,8.5781889742,1.0,0.0,2.0,1.0,54.5115509777,6.06817063566,0.0702150436346,2018.0
222,0.417055179752,0.481416567944,0.338066883587,2.27674716796e-05,54.0,61.0,15.0,153.059566874,5.0,113.586962644,5.0,9.11577155344,4.02715634714,8.0,5.0,15.0,11.0,287.232295348,8.41024883564,0.139438951835,2016.0
23,0.424918801379,0.494199681245,0.531646142158,0.0494865594922,54.0,55.0,9.0,19.7823511526,3.0,107.889289147,1.0,8.12502126638,1.90853028427,6.0,1.0,5.0,2.0,95.9373284831,2.83048378817,0.186392069737,2017.0
833,0.581633828757,0.538844305876,0.594355831668,0.394985606388,28.0,36.0,16.0,30.0249187355,2.0,131.989391137,18.0,10.4679620616,-7.69275525553,5.0,0.0,4.0,1.0,71.7591043687,7.15342897702,0.081133254808,2015.0
843,0.59520290533,0.551259662122,0.443766604786,0.00107994861143,21.0,51.0,14.0,98.1826645754,8.0,116.25119189,18.0,10.3017406399,-8.08125955129,7.0,0.0,1.0,1.0,44.5963087479,8.13393296634,0.0599458450541,2017.0
735,0.776754245181,0.532925718966,0.523581256428,0.0447129862609,70.0,23.0,6.0,97.9612856726,6.0,105.898841232,16.0,7.77377223559,1.35031157991,4.0,1.0,9.0,5.0,132.599859517,7.00822111949,0.00586059376058,2017.0
882,0.480233984142,0.465173639612,0.269473454805,0.702127836117,47.0,5.0,19.0,68.4135898529,2.0,123.312035282,19.0,11.1894631572,-14.3101923619,5.0,0.0,3.0,1.0,79.4221535047,2.2595957924,0.0129949282153,2016.0
592,0.858627085864,0.572954632809,0.331198659839,0.351297103886,33.0,47.0,6.0,142.904686152,8.0,96.9377111616,13.0,6.96868403734,4.8897478285,4.0,0.0,1.0,0.0,22.6359679511,3.32450038989,0.184963074478,2018.0
942,0.669035946797,0.542571244976,0.479091243216,0.997006406228,49.0,31.0,16.0,47.1642029461,6.0,99.806582137,20.0,9.03831240648,-4.13120883848,8.0,1.0,2.0,2.0,51.7711559605,6.08763520535,0.132434056358,2016.0
675,0.852175580792,0.460173126684,0.466273178246,0.800284714186,43.0,23.0,6.0,141.894094224,8.0,106.366882416,15.0,9.28220212058,-6.72900124819,1.0,2.0,15.0,5.0,259.709962736,2.01473695886,0.0869986229541,2017.0
528,0.479942311468,0.440605771073,0.567294845201,0.0368713850344,41.0,22.0,7.0,34.7667869198,1.0,99.4050941572,11.0,8.02283607992,-2.93166042688,12.0,0.0,1.0,0.0,8.7727308273,6.63508169976,0.161764242204,2018.0
604,0.613180675791,0.523539142771,0.484218813515,0.0144252288431,59.0,29.0,15.0,57.0405132907,4.0,100.423412577,13.0,7.82474848863,10.4054612961,7.0,5.0,13.0,2.0,257.57692363,2.27447295076,0.0292214922821,2018.0
1105,0.488698584496,0.512419624435,0.478769651118,0.426820655564,19.0,62.0,18.0,167.243220727,3.0,73.6973116532,24.0,6.78783760498,2.96570811739,1.0,0.0,1.0,2.0,52.8732889493,8.19856588131,0.0137030595887,2015.0
20,0.664306259693,0.55022929824,0.208219253214,0.0145746211573,37.0,62.0,20.0,101.688503746,4.0,111.628330685,1.0,8.4731076738,4.59214726554,5.0,1.0,7.0,5.0,174.746784393,5.83343208017,0.0107268955967,2018.0
1033,0.251577543979,0.544573332607,0.64224559838,0.0305586376423,55.0,62.0,13.0,175.517506625,8.0,80.958536901,22.0,7.18208138333,7.52298162581,7.0,4.0,10.0,6.0,211.27455737,3.41134739377,0.160871618929,2015.0
646,0.884460058603,0.499248943201,0.459781108897,0.207449037189,68.0,64.0,9.0,48.4996597967,4.0,86.1205287864,14.0,7.06190122584,11.4583514435,6.0,4.0,10.0,4.0,200.132498213,4.73648803168,0.140104904791,2016.0
565,0.0902566137418,0.506114786994,0.289095589713,0.391965915284,52.0,54.0,7.0,108.184150406,7.0,108.583013231,12.0,7.93471402965,1.44947886893,10.0,1.0,8.0,7.0,178.964705024,8.73215580962,0.156805159402,2015.0
793,0.490894263297,0.540194530175,0.445214587554,0.32608980174,54.0,20.0,13.0,2.33197356841,2.0,61.6923680249,17.0,6.14786615746,11.3447330674,7.0,2.0,10.0,6.0,204.865626621,7.48807777286,0.00676298780717,2015.0
964,0.0141566300186,0.481159140439,0.492000097627,0.00872484818739,47.0,11.0,8.0,20.4614834044,1.0,60.5345951426,21.0,5.51488428688,8.73919210117,1.0,3.0,9.0,1.0,173.162185586,4.72944618767,0.102086441089,2018.0
